"gene_id","SAMEA4497164_output_filtered.bam","SAMEA4497165_output_filtered.bam","SAMEA4497166_output_filtered.bam","SAMEA4497167_output_filtered.bam"
"PVP01_1435400",1,1,1,1
"PVP01_0117700",205,334,618,467
"PVP01_1102300",112,100,120,109
"PVP01_0837400",1485,1151,1584,1067
"PVP01_0419800",662,515,1485,604
"PVP01_0806400",464,359,560,391
"PVP01_1112400",1931,1487,1367,2109
"PVP01_1464800",568,697,393,665
"PVP01_1453700",6,3,7,9
"PVP01_0526400",490,314,355,443
"PVP01_1125600",1436,991,1446,896
"PVP01_0829500",17,28,25,50
"PVP01_1469500",3180,4206,10045,5973
"PVP01_0507500",891,765,736,912
"PVP01_0803800",397,573,902,440
"PVP01_0006610",0,0,0,0
"PVP01_1139900",3256,2323,2299,2972
"PVP01_1442900",326,254,215,293
"PVP01_0007570",0,0,0,0
"PVP01_0004390",0,0,0,0
"PVP01_1434100",3,17,64,32
"PVP01_1426800",359,636,495,477
"PVP01_0909200",4516,5129,3974,7659
"PVP01_0003140",0,0,0,0
"PVP01_1459900",2605,2550,1798,2526
"PVP01_0405400",4081,4120,3061,4045
"PVP01_0729300",2436,1496,3759,1517
"PVP01_0532500",0,0,0,0
"PVP01_0201600",1424,772,903,1157
"PVP01_0003500",0,0,0,0
"PVP01_1130200",19288,15486,14396,18551
"PVP01_1127300",4346,6620,6831,7329
"PVP01_1008300",2045,1610,1630,1371
"PVP01_0010700",0,0,0,0
"PVP01_1030300",1955,1001,1409,1339
"PVP01_0938200",1982,1531,2382,2110
"PVP01_1126000",439,726,646,623
"PVP01_1321200",47,43,42,54
"PVP01_1340500",51,30,144,63
"PVP01_1262400",1,0,7,4
"PVP01_1223200",2572,2339,2579,2455
"PVP01_1248200",5,12,12,16
"PVP01_0937400",9,43,19,42
"PVP01_0119500",0,0,0,0
"PVP01_0519900",83,89,174,103
"PVP01_0009800",0,0,0,0
"PVP01_0721400",545,1151,1028,1128
"PVP01_1000400",284,174,746,291
"PVP01_0000580",0,0,0,0
"PVP01_1219200",118,54,121,85
"PVP01_1241700",130,149,154,181
"PVP01_0003390",0,0,0,0
"PVP01_1218900",11670,24138,12160,8138
"PVP01_0113200",149,129,7,260
"PVP01_1425400",455,212,739,205
"PVP01_0004780",0,0,0,0
"PVP01_0508600",345,199,288,259
"PVP01_1235400",252,238,435,319
"PVP01_0926900",113,272,144,149
"PVP01_1415900",5802,3916,4674,4453
"PVP01_1344700",38,39,102,85
"PVP01_1314700",88,5,15,54
"PVP01_0911300",4009,4688,5894,5419
"PVP01_0409400",1624,1374,1470,1440
"PVP01_1016600",1596,1526,1654,1820
"PVP01_1319900",860,355,434,560
"PVP01_0310300",5183,3915,3026,2717
"PVP01_0703300",3579,2216,2819,2853
"PVP01_1233800",656,2298,571,954
"PVP01_0920100",1499,2148,2277,3689
"PVP01_0514900",1611,1560,1991,1187
"PVP01_API00700",0,0,0,0
"PVP01_1307600",2795,2236,2286,2420
"PVP01_0825400",7,2,8,9
"PVP01_1335800",1308,1700,2069,2124
"PVP01_0929600",14,4,40,36
"PVP01_0707100",438,247,298,339
"PVP01_0300800",263,209,357,246
"PVP01_0728200",1,3,3,4
"PVP01_1246200",1181,1287,1394,1281
"PVP01_0516100",1016,668,1184,1476
"PVP01_0006640",0,0,0,0
"PVP01_0010260",0,0,0,0
"PVP01_1469300",29,0,2,0
"PVP01_API00600",0,0,0,0
"PVP01_1274900",0,0,0,0
"PVP01_1323000",74,103,249,184
"PVP01_0008390",0,0,0,0
"PVP01_1261900",85,104,191,170
"PVP01_1232100",101,65,73,51
"PVP01_0002040",0,0,0,0
"PVP01_0838200",85,67,110,111
"PVP01_1010300",35,34,45,89
"PVP01_0009830",0,0,0,0
"PVP01_1468700",516,523,606,638
"PVP01_0008060",0,0,0,0
"PVP01_0707700",692,743,582,730
"PVP01_1440100",3442,2265,3790,3980
"PVP01_0937100",974,738,1162,1366
"PVP01_1335400",157,76,116,95
"PVP01_1418800",611,464,455,602
"PVP01_1225200",1565,1501,1590,1247
"PVP01_1323900",483,208,263,429
"PVP01_1340200",3,0,0,1
"PVP01_0006910",0,0,0,0
"PVP01_1333100",1316,1078,1478,1452
"PVP01_0622600",1025,951,1359,1057
"PVP01_0010060",0,0,0,0
"PVP01_0006990",0,0,0,0
"PVP01_0939000",537,410,455,478
"PVP01_MIT00700",2,2,6,7
"PVP01_0114200",6468,5007,3285,5248
"PVP01_0102100",0,1,1,3
"PVP01_0912700",310,412,381,622
"PVP01_0316700",2594,1720,1903,2527
"PVP01_0002030",0,0,0,0
"PVP01_0008560",0,0,0,0
"PVP01_0941500",367,526,788,906
"PVP01_0518900",98,94,132,132
"PVP01_0109600",7111,5952,5171,6481
"PVP01_API05300",0,0,0,0
"PVP01_0008210",0,0,0,0
"PVP01_0930600",603,308,831,758
"PVP01_0520400",77,109,307,37
"PVP01_1434700",267,272,593,251
"PVP01_1016000",282,279,242,327
"PVP01_0209900",12384,15040,12208,14850
"PVP01_0818300",761,804,1006,1267
"PVP01_0413900",1747,1025,1259,1201
"PVP01_0836200",164,159,273,175
"PVP01_1019500",65,53,31,29
"PVP01_1255800",1560,1457,1478,1599
"PVP01_1121400",16532,16980,18498,19009
"PVP01_0113800",582,470,366,906
"PVP01_1227400",22,23,52,60
"PVP01_0010170",0,0,0,0
"PVP01_0822300",3,20,14,4
"PVP01_1255100",356,286,481,428
"PVP01_0118400",0,0,0,0
"PVP01_1458400",8,15,96,50
"PVP01_1017100",825,506,427,751
"PVP01_0406300",2559,1228,1377,692
"PVP01_0205800",909,606,845,943
"PVP01_1261200",1266,876,838,979
"PVP01_0809700",56,31,405,35
"PVP01_0307300",112,179,163,225
"PVP01_1012800",878,1127,1135,1272
"PVP01_1206000",5873,5288,5952,5498
"PVP01_1111900",21,69,76,21
"PVP01_1444200",218,391,218,370
"PVP01_0531800",230,273,222,151
"PVP01_0006930",0,0,0,0
"PVP01_0902500",38,38,39,46
"PVP01_0319500",19057,37591,277180,34762
"PVP01_0005380",0,0,0,0
"PVP01_0418400",872,697,1375,795
"PVP01_1251500",1809,1352,2145,1354
"PVP01_1431200",7436,4928,4523,6042
"PVP01_1438000",2581,3026,5697,5819
"PVP01_0824900",1531,1126,1654,1526
"PVP01_1031600",1087,487,855,600
"PVP01_1009800",4921,3354,3367,4029
"PVP01_0517200",874,1443,1221,1248
"PVP01_1465900",10,28,27,19
"PVP01_0003490",0,0,0,0
"PVP01_0007090",0,0,0,0
"PVP01_0532100",629,318,605,184
"PVP01_0003360",0,0,0,0
"PVP01_1461700",2100,1326,845,1005
"PVP01_0001120",0,0,0,0
"PVP01_1123100",1479,831,1188,1461
"PVP01_1464700",684,682,1281,1337
"PVP01_0005970",0,0,0,0
"PVP01_0000230",0,0,0,0
"PVP01_0221500",0,0,0,0
"PVP01_0000710",0,0,0,0
"PVP01_1310100",2326,2293,2274,2861
"PVP01_1142600",5,3,9,16
"PVP01_0907300",2538,2370,3253,2832
"PVP01_1334000",884,1132,1311,899
"PVP01_1231000",244,193,340,271
"PVP01_0007000",0,0,0,0
"PVP01_0007250",0,0,0,0
"PVP01_0116800",59,130,99,122
"PVP01_1331800",6,1,32,2
"PVP01_0220500",0,0,0,0
"PVP01_0945000",0,0,0,0
"PVP01_0108500",3040,2128,1631,2495
"PVP01_0010960",0,0,0,0
"PVP01_1441800",7771,8195,6525,8686
"PVP01_1461300",333,211,193,368
"PVP01_1438300",398,270,474,385
"PVP01_1212300",3408,2459,2119,2705
"PVP01_0943700",0,0,0,0
"PVP01_0010590",0,0,0,0
"PVP01_1244100",210,183,257,162
"PVP01_0709000",6277,5336,4370,5099
"PVP01_0010690",0,0,0,0
"PVP01_1455000",4,4,4,5
"PVP01_0803600",3282,2623,2784,3521
"PVP01_0825500",1,1,2,4
"PVP01_API03000",0,0,0,0
"PVP01_1225300",1172,675,2611,548
"PVP01_1240400",2625,2039,2366,2794
"PVP01_0502000",16,9,86,8
"PVP01_1311100",1052,551,796,1088
"PVP01_1026900",37,6,29,9
"PVP01_0005660",0,0,0,0
"PVP01_0001130",0,0,0,0
"PVP01_0006940",0,0,0,0
"PVP01_0519300",204,239,153,213
"PVP01_1410600",198,98,189,183
"PVP01_0206300",2776,1598,1202,2048
"PVP01_0317600",143,147,158,184
"PVP01_1202500",1282,887,2775,931
"PVP01_0008910",0,0,0,0
"PVP01_0737900",0,0,0,0
"PVP01_0942500",48,26,191,204
"PVP01_0530600",777,408,1061,887
"PVP01_1403100",104,61,71,58
"PVP01_0727000",24,28,67,52
"PVP01_0501800",22,30,68,18
"PVP01_0920300",2599,2895,2023,2598
"PVP01_0006230",0,0,0,0
"PVP01_1115600",1910,1211,1941,1662
"PVP01_0904000",88,63,99,109
"PVP01_0005020",0,0,0,0
"PVP01_1220000",220,124,248,214
"PVP01_1446700",215,555,307,330
"PVP01_1239700",347,269,388,241
"PVP01_0312900",281,148,353,268
"PVP01_0732900",4,1,1,4
"PVP01_1147200",2,8,65,1
"PVP01_1020400",7981,9872,11291,12034
"PVP01_1121600",390,255,361,322
"PVP01_0726600",612,340,359,589
"PVP01_1426900",1272,1030,2491,1113
"PVP01_0934100",449,276,303,357
"PVP01_0619300",275,208,315,298
"PVP01_1408100",1490,1565,1806,1677
"PVP01_0213200",2437,1360,1000,1538
"PVP01_0905000",464,430,502,650
"PVP01_1415300",115,151,204,163
"PVP01_0203000",23,38,18,41
"PVP01_0725400",85,20,54,9
"PVP01_0717900",965,993,1176,1084
"PVP01_0004830",0,0,0,0
"PVP01_0731600",65,46,81,56
"PVP01_0318700",1086,920,1206,1240
"PVP01_1131200",327,506,444,617
"PVP01_0001730",0,0,0,0
"PVP01_1423500",676,439,400,498
"PVP01_0818800",363,368,158,188
"PVP01_0729900",636,701,1009,909
"PVP01_1110500",1259,1020,1034,1541
"PVP01_0006010",0,0,0,0
"PVP01_0504800",217,142,269,328
"PVP01_0530100",144,150,82,179
"PVP01_0837900",1880,1099,1506,1426
"PVP01_0008240",0,0,0,0
"PVP01_0000470",0,0,0,0
"PVP01_1320000",3163,2031,2374,3394
"PVP01_1018200",647,505,595,460
"PVP01_0307900",94,82,173,171
"PVP01_0418100",0,0,0,0
"PVP01_0100500",2584,2428,3089,3546
"PVP01_0528600",37,15,23,18
"PVP01_1321000",248,150,285,217
"PVP01_1200300",54,11,93,11
"PVP01_0815000",2094,1469,1886,1842
"PVP01_0002820",0,0,0,0
"PVP01_0813700",1018,1731,1526,1127
"PVP01_0008320",0,0,0,0
"PVP01_0616200",1794,2266,2141,2762
"PVP01_0604800",2324,3211,2939,3133
"PVP01_0002810",0,0,0,0
"PVP01_1102700",1705,2370,1828,2517
"PVP01_0822000",201,257,379,367
"PVP01_0717700",278,409,205,327
"PVP01_1106900",5,6,91,221
"PVP01_1012900",4839,4150,5022,5337
"PVP01_0614900",19,29,29,24
"PVP01_1252000",1357,1080,1259,1213
"PVP01_0306100",43,35,10,39
"PVP01_MIT01400",9,8,28,16
"PVP01_0825300",335,289,269,600
"PVP01_0523400",3101,3412,2991,3747
"PVP01_0936900",3514,3814,4636,5819
"PVP01_0920400",744,528,577,729
"PVP01_0006880",0,0,0,0
"PVP01_0002370",0,0,0,0
"PVP01_0121300",0,0,0,0
"PVP01_1412900",1013,1064,1011,1296
"PVP01_1267700",1915,2189,2147,2826
"PVP01_0116500",874,563,865,995
"PVP01_1338800",85,65,122,106
"PVP01_0840700",0,0,0,0
"PVP01_0947500",0,0,0,0
"PVP01_0725200",312,307,504,330
"PVP01_0900700",188,92,68,241
"PVP01_0730000",447,449,606,626
"PVP01_1259000",3917,2970,3264,3619
"PVP01_0508900",2259,2609,2229,2828
"PVP01_1001300",132,147,143,123
"PVP01_1269000",3,2,3,2
"PVP01_0007310",0,0,0,0
"PVP01_0001610",0,0,0,0
"PVP01_0811100",43,31,54,60
"PVP01_1005400",0,2,4,2
"PVP01_1253700",4,4,5,4
"PVP01_0001170",0,0,0,0
"PVP01_0530800",23,21,22,39
"PVP01_1311500",5267,7304,6663,6627
"PVP01_0529500",6688,8476,8320,7731
"PVP01_1441400",1473,1695,1370,1972
"PVP01_1035000",0,0,0,0
"PVP01_0825100",18,28,47,83
"PVP01_0510400",640,570,707,734
"PVP01_0809300",87,106,170,141
"PVP01_0932500",2277,2345,5934,2492
"PVP01_1301800",412,368,682,645
"PVP01_1418400",1197,1367,1490,902
"PVP01_0406600",395,328,364,248
"PVP01_1328500",2963,2665,2935,3156
"PVP01_0001210",0,0,0,0
"PVP01_0404300",325,186,437,300
"PVP01_0836700",5476,5288,3256,4805
"PVP01_1420100",58,21,34,44
"PVP01_1330500",2,3,2,3
"PVP01_0720700",394,446,506,923
"PVP01_1417900",83,42,130,78
"PVP01_0410900",2342,1706,3922,1485
"PVP01_1411200",370,173,260,185
"PVP01_1309800",58,58,41,79
"PVP01_0609300",48,48,70,60
"PVP01_1268500",1,2,6,10
"PVP01_1274300",0,0,0,0
"PVP01_0935400",218,354,374,412
"PVP01_1316200",728,1201,779,1299
"PVP01_0704700",1801,1648,1447,1970
"PVP01_1451400",1146,933,1437,1199
"PVP01_1306200",903,611,1302,1086
"PVP01_0830900",73,41,46,53
"PVP01_0616300",365,216,278,176
"PVP01_1451800",293,400,338,556
"PVP01_0913600",911,1077,1552,1213
"PVP01_0807000",700,512,1123,879
"PVP01_0009730",0,0,0,0
"PVP01_1244700",981,943,1040,1034
"PVP01_1143800",1174,1088,1484,1185
"PVP01_1218300",2986,4712,4805,5166
"PVP01_0945300",0,0,0,0
"PVP01_0221800",0,0,0,0
"PVP01_0417900",3311,2653,5793,4520
"PVP01_0609100",518,631,312,345
"PVP01_0008720",0,0,0,0
"PVP01_0603500",1048,630,1039,1123
"PVP01_1148800",0,0,0,0
"PVP01_0937300",774,536,988,780
"PVP01_0116000",2391,1613,2869,3112
"PVP01_1207000",1172,1158,2782,2915
"PVP01_1144700",8,10,6,12
"PVP01_0510100",3596,3393,4009,4489
"PVP01_0215900",717,466,606,409
"PVP01_0704300",165,162,231,298
"PVP01_0608300",337,354,399,389
"PVP01_0728500",0,2,4,3
"PVP01_1442100",668,647,800,723
"PVP01_0007530",0,0,0,0
"PVP01_0006720",0,0,0,0
"PVP01_0009240",0,0,0,0
"PVP01_0529800",3400,2028,4987,1424
"PVP01_0210700",285,211,195,174
"PVP01_1470600",304,658,209,148
"PVP01_1023300",680,701,972,723
"PVP01_0007870",0,0,0,0
"PVP01_1111000",267,186,391,207
"PVP01_0004890",0,0,0,0
"PVP01_0001690",0,0,0,0
"PVP01_1019100",526,544,301,497
"PVP01_0203400",3482,2109,2359,2465
"PVP01_0005500",0,0,0,0
"PVP01_1426000",7398,5487,4845,5482
"PVP01_1300200",47,9,80,47
"PVP01_1314200",3894,4319,4188,5609
"PVP01_1436500",522,484,689,642
"PVP01_1344400",1196,1132,1403,1354
"PVP01_0001430",0,0,0,0
"PVP01_0621600",5673,3951,5997,6897
"PVP01_0004750",0,0,0,0
"PVP01_1341500",9,1,3,4
"PVP01_0615700",211,207,247,348
"PVP01_0002200",0,0,0,0
"PVP01_1330000",7,5,21,14
"PVP01_0935800",96,145,163,247
"PVP01_0715100",951,685,537,649
"PVP01_0812300",158,93,240,107
"PVP01_0708700",2864,1317,2838,2317
"PVP01_0102600",1,0,0,0
"PVP01_0924000",217,218,104,273
"PVP01_0509900",129,111,153,97
"PVP01_0421800",0,0,0,0
"PVP01_0402100",42,54,77,53
"PVP01_0833100",14,18,21,29
"PVP01_0621700",14,5,16,23
"PVP01_1032200",16,0,33,80
"PVP01_1346200",760,445,658,451
"PVP01_1011700",1945,2261,1563,2645
"PVP01_0821700",6399,7165,5027,8669
"PVP01_1301100",0,3,1,2
"PVP01_0412800",1978,1376,1240,1415
"PVP01_0004240",0,0,0,0
"PVP01_0502800",134,182,206,329
"PVP01_0710000",301,195,268,329
"PVP01_0321100",32,63,163,100
"PVP01_1211200",57,36,48,88
"PVP01_0005180",0,0,0,0
"PVP01_0827100",1466,1010,1599,1095
"PVP01_1400800",0,1,1,1
"PVP01_0005170",0,0,0,0
"PVP01_1202300",406,568,977,1224
"PVP01_0710900",3587,3922,4219,3186
"PVP01_1407200",28,30,69,9
"PVP01_1266200",455,251,266,424
"PVP01_0502900",519,415,681,522
"PVP01_0514100",1176,993,786,1449
"PVP01_0113000",863,742,961,1026
"PVP01_1222700",1278,701,792,1181
"PVP01_0533300",0,0,0,0
"PVP01_1470400",55,5,46,12
"PVP01_0811500",86,91,179,82
"PVP01_0908500",5639,5240,7853,6730
"PVP01_0948600",0,0,0,0
"PVP01_0005630",0,0,0,0
"PVP01_0932200",11469,9715,13038,10411
"PVP01_0008660",0,0,0,0
"PVP01_0000400",0,0,0,0
"PVP01_1301000",8,1,1,12
"PVP01_0818200",1,4,4,3
"PVP01_1241900",359,223,560,416
"PVP01_1024200",11895,11764,10364,13198
"PVP01_1415600",1424,1085,1668,1216
"PVP01_0831600",546,415,498,460
"PVP01_1321500",92,58,100,69
"PVP01_1333800",1807,2234,1708,2235
"PVP01_0003530",0,0,0,0
"PVP01_0008670",0,0,0,0
"PVP01_1104900",38,24,18,64
"PVP01_0104900",15776,20222,27384,17555
"PVP01_0003450",0,0,0,0
"PVP01_1330700",44,32,25,44
"PVP01_1324700",139,139,124,189
"PVP01_1033600",0,0,0,0
"PVP01_0007500",0,0,0,0
"PVP01_1252400",12,13,14,8
"PVP01_0319000",19,20,31,19
"PVP01_1410300",558,524,634,711
"PVP01_1006200",479,274,639,435
"PVP01_1256300",1257,947,1530,1056
"PVP01_0010810",0,0,0,0
"PVP01_0836100",347,330,280,402
"PVP01_0201200",12402,11666,12824,7451
"PVP01_0920200",3573,5455,4862,5842
"PVP01_0002690",0,0,0,0
"PVP01_0948800",0,0,0,0
"PVP01_0826700",1276,774,812,680
"PVP01_0010610",0,0,0,0
"PVP01_0738900",0,0,0,0
"PVP01_0412200",263,254,531,388
"PVP01_0410400",2,5,1,7
"PVP01_0211300",2687,1898,2492,2148
"PVP01_1228300",1998,2417,1541,3705
"PVP01_1346800",21,2,15,16
"PVP01_0839100",3,0,0,0
"PVP01_0833800",1274,1261,1297,1894
"PVP01_1343800",1856,1169,1808,1835
"PVP01_0724300",2445,2847,1775,3258
"PVP01_0824300",1615,1882,1218,2149
"PVP01_1347800",0,0,0,0
"PVP01_1258400",110,154,125,137
"PVP01_0614300",1132,1238,945,1118
"PVP01_1129900",766,461,579,746
"PVP01_0900500",6,6,5,3
"PVP01_1334400",10284,10644,12623,11126
"PVP01_0312000",1,4,5,6
"PVP01_1019600",124,76,256,97
"PVP01_0917800",494,424,997,703
"PVP01_1257400",443,430,486,344
"PVP01_0001920",0,0,0,0
"PVP01_0718600",2076,1564,1573,1805
"PVP01_0109800",115,122,173,128
"PVP01_1401700",79,59,79,112
"PVP01_0804300",921,567,516,822
"PVP01_0002670",0,0,0,0
"PVP01_0705600",28,23,37,24
"PVP01_0718400",66,58,42,113
"PVP01_0308600",4045,2531,2671,3379
"PVP01_1261000",56,3,60,5
"PVP01_1422800",259,210,180,165
"PVP01_1308100",61,54,128,121
"PVP01_0406400",10996,11871,11819,9917
"PVP01_0004710",0,0,0,0
"PVP01_1147800",26,8,17,17
"PVP01_0009680",0,0,0,0
"PVP01_1009300",368,446,404,382
"PVP01_1026200",229,114,351,284
"PVP01_1308000",2145,2779,2665,3498
"PVP01_1004000",3,0,1,2
"PVP01_0616600",5618,6296,5841,6283
"PVP01_0520800",1,4,7,0
"PVP01_0208100",3637,4043,3579,4814
"PVP01_1320100",3016,3441,2678,3675
"PVP01_0010860",0,0,0,0
"PVP01_0815100",804,126,205,858
"PVP01_0603900",1064,787,650,1314
"PVP01_1215400",45,76,144,134
"PVP01_0313900",5956,5240,5204,5559
"PVP01_1009400",156,145,238,103
"PVP01_0208000",1365,1559,1415,1535
"PVP01_1339800",57,43,63,83
"PVP01_0832800",284,202,240,266
"PVP01_0612200",2366,3104,2645,2938
"PVP01_0001080",0,0,0,0
"PVP01_1008800",438,770,289,877
"PVP01_1337300",104,98,101,136
"PVP01_0937500",65,56,121,47
"PVP01_1230000",1299,843,1736,1044
"PVP01_1020600",0,3,1,2
"PVP01_0120100",0,0,0,0
"PVP01_0901700",241,286,101,52
"PVP01_0003780",0,0,0,0
"PVP01_1470900",8,10,13,14
"PVP01_0002530",0,0,0,0
"PVP01_1126800",475,406,790,888
"PVP01_0202500",677,515,1036,583
"PVP01_1308200",1019,734,853,1015
"PVP01_API03500",0,0,0,0
"PVP01_1264100",1661,1261,1330,1548
"PVP01_0908700",1478,1505,1302,2126
"PVP01_1110000",219,249,450,234
"PVP01_1439600",1117,617,1021,1075
"PVP01_1330400",190,169,253,242
"PVP01_0926000",376,335,792,920
"PVP01_1451500",617,391,299,442
"PVP01_0414000",11689,24886,2773,20970
"PVP01_0010760",0,0,0,0
"PVP01_1229400",67,46,44,94
"PVP01_0009850",0,0,0,0
"PVP01_1311000",1168,1122,1155,1477
"PVP01_0840900",0,0,0,0
"PVP01_0946900",0,0,0,0
"PVP01_1307700",118,202,119,121
"PVP01_1123300",140,170,355,251
"PVP01_0913800",8220,7958,7771,9410
"PVP01_1310900",2924,2791,2622,3399
"PVP01_0007550",0,0,0,0
"PVP01_1104300",1786,2095,1661,3394
"PVP01_1224400",164,106,326,123
"PVP01_0001740",0,0,0,0
"PVP01_0006000",0,0,0,0
"PVP01_0006810",0,0,0,0
"PVP01_0822500",918,297,398,404
"PVP01_0703700",6861,5100,7165,6585
"PVP01_0006600",0,0,0,0
"PVP01_0805200",2023,1874,1462,1820
"PVP01_1405400",8,0,7,6
"PVP01_0929400",502,479,479,525
"PVP01_1262100",0,0,2,0
"PVP01_0000830",0,0,0,0
"PVP01_0204000",358,308,341,439
"PVP01_0920800",1978,965,1405,1431
"PVP01_1433100",645,779,974,1243
"PVP01_0220100",0,0,0,0
"PVP01_0111300",427,288,481,404
"PVP01_1274700",0,0,0,0
"PVP01_1231700",59,54,106,99
"PVP01_1111700",1495,1528,2395,1737
"PVP01_0003860",0,0,0,0
"PVP01_1110400",35,39,39,50
"PVP01_0600400",93,33,55,56
"PVP01_1237500",700,523,486,642
"PVP01_0520600",383,1166,722,575
"PVP01_1443000",78,31,35,111
"PVP01_1329600",39,51,92,33
"PVP01_0304100",2,2,3,2
"PVP01_0010680",0,0,0,0
"PVP01_1230700",564,391,622,716
"PVP01_1112800",80,10,14,80
"PVP01_0005090",0,0,0,0
"PVP01_1012500",8,9,1,9
"PVP01_1108900",2733,2734,2990,3552
"PVP01_1306300",619,348,319,443
"PVP01_1209900",5365,4836,6138,4748
"PVP01_0613000",425,451,472,474
"PVP01_0946700",0,0,0,0
"PVP01_1304100",3533,1994,2079,2514
"PVP01_0308200",206,99,84,139
"PVP01_0805500",784,531,527,707
"PVP01_1011300",3147,2544,2867,3916
"PVP01_0211100",169,212,234,310
"PVP01_0424500",0,0,0,0
"PVP01_1463600",555,467,488,633
"PVP01_1017300",1836,2942,1360,3397
"PVP01_0716400",393,229,320,383
"PVP01_0709100",700,435,380,497
"PVP01_1263500",368,218,259,288
"PVP01_1100500",6,11,20,2
"PVP01_0402400",567,437,1314,324
"PVP01_1411500",53,33,32,51
"PVP01_0736100",0,0,0,0
"PVP01_API05400",0,0,0,0
"PVP01_0011020",0,0,0,0
"PVP01_1409700",37,34,34,42
"PVP01_1203400",0,0,0,0
"PVP01_0913000",319,218,199,203
"PVP01_1237100",180,170,64,76
"PVP01_1411700",330,269,1025,555
"PVP01_1409900",6138,5190,5047,5931
"PVP01_0800900",13,26,91,22
"PVP01_1035800",0,0,0,0
"PVP01_1031100",1046,340,1958,591
"PVP01_0901300",41,36,18,51
"PVP01_0000560",0,0,0,0
"PVP01_1005100",140,93,133,196
"PVP01_0739200",0,0,0,0
"PVP01_0725500",85,55,32,75
"PVP01_1119800",6707,5080,6064,6314
"PVP01_0921700",10951,7776,19176,7747
"PVP01_1132200",1006,903,1088,1414
"PVP01_1240500",57,56,133,158
"PVP01_0101800",55,56,51,100
"PVP01_1221900",1125,886,630,645
"PVP01_0003220",0,0,0,0
"PVP01_0005220",0,0,0,0
"PVP01_1015100",5929,4531,3291,4584
"PVP01_1206200",525,392,655,464
"PVP01_1224100",104,109,287,161
"PVP01_0318500",53,15,141,84
"PVP01_0502300",7,8,29,5
"PVP01_1434400",140,111,100,145
"PVP01_0007100",0,0,0,0
"PVP01_1441000",2030,2265,2233,3072
"PVP01_0006470",0,0,0,0
"PVP01_1452400",199,106,137,194
"PVP01_API02000",0,0,0,0
"PVP01_0008480",0,0,0,0
"PVP01_0314700",2121,1633,1786,1783
"PVP01_1030100",462,391,597,569
"PVP01_1207300",152,131,123,291
"PVP01_0403700",662,582,883,975
"PVP01_1008100",271,263,441,417
"PVP01_0934400",108,116,91,156
"PVP01_0533200",0,0,0,0
"PVP01_0006800",0,0,0,0
"PVP01_0940700",2856,2884,1833,3577
"PVP01_1247300",1105,926,1459,1256
"PVP01_0000260",0,0,0,0
"PVP01_1240300",2,5,10,2
"PVP01_0905500",355,349,337,363
"PVP01_MIT01700",3,5,19,10
"PVP01_1410500",320,279,377,346
"PVP01_1205200",41,60,119,132
"PVP01_1400200",364,180,67,323
"PVP01_0003840",0,0,0,0
"PVP01_1272600",0,0,0,0
"PVP01_1432100",1964,1657,1553,1349
"PVP01_1145000",941,810,663,722
"PVP01_1420500",1127,598,696,669
"PVP01_1401600",24,11,16,14
"PVP01_0006980",0,0,0,0
"PVP01_0408300",1058,777,1419,1705
"PVP01_1001900",2,1,9,2
"PVP01_0005310",0,0,0,0
"PVP01_0729400",30825,26538,20663,26849
"PVP01_0613700",416,355,574,453
"PVP01_1450600",78,81,78,117
"PVP01_0001420",0,0,0,0
"PVP01_0002570",0,0,0,0
"PVP01_1248400",3047,2752,2955,3074
"PVP01_API05100",0,0,0,0
"PVP01_0005130",0,0,0,0
"PVP01_1237400",19,7,25,9
"PVP01_1426100",102,88,188,83
"PVP01_0902200",1852,1710,1724,2134
"PVP01_1231300",586,515,752,684
"PVP01_0111500",98,76,76,62
"PVP01_1442700",660,703,715,935
"PVP01_0100700",22,36,14,14
"PVP01_0400100",0,0,1,0
"PVP01_1319200",2354,1863,1379,2209
"PVP01_0738000",0,0,0,0
"PVP01_1452300",1011,898,866,1420
"PVP01_1205700",210,106,111,106
"PVP01_1226400",4889,3176,6661,3836
"PVP01_1470200",1,0,0,0
"PVP01_0717500",69,94,83,79
"PVP01_0926700",3151,4215,4231,3775
"PVP01_1134400",1370,2189,1125,1506
"PVP01_0524100",11,13,20,8
"PVP01_0603000",911,1050,985,888
"PVP01_0509500",13286,10572,11602,13384
"PVP01_1034200",0,0,0,0
"PVP01_1330200",140,170,216,179
"PVP01_0606700",1297,1541,1354,1156
"PVP01_1225400",1057,1118,1265,1140
"PVP01_0501700",716,447,1061,622
"PVP01_0000760",0,0,0,0
"PVP01_0505300",1876,2123,1410,2149
"PVP01_0209500",1413,2256,1734,2048
"PVP01_0810200",407,327,658,410
"PVP01_0004940",0,0,0,0
"PVP01_0104000",3450,2887,3336,3869
"PVP01_0205700",352,243,415,239
"PVP01_1214300",1489,921,1200,1081
"PVP01_1149100",0,0,0,0
"PVP01_0309700",95,86,84,86
"PVP01_0007200",0,0,0,0
"PVP01_0938700",475,525,486,775
"PVP01_0619800",120,164,211,160
"PVP01_0838500",219,141,696,56
"PVP01_1237600",877,754,1227,710
"PVP01_1447800",482,645,689,843
"PVP01_0811300",12,5,1,4
"PVP01_0519200",693,689,619,901
"PVP01_0314000",10702,5054,5101,6033
"PVP01_1004100",530,566,744,768
"PVP01_1207600",48,33,49,98
"PVP01_1105500",19,12,88,64
"PVP01_0117000",2331,6242,3939,3921
